EmployeeKey,WWIEmployeeID,Employee,PreferredName,IsSalesperson,Photo,ValidFrom,ValidTo,LineageKey
57,8,Anthony Grosse,Anthony,true,,2013-03-24T08:00:00.000Z,2013-04-18T08:00:00.000Z,3
58,14,Lily Code,Lily,true,,2013-03-27T08:00:00.000Z,2013-04-18T08:00:00.000Z,3
59,17,Piper Koch,Piper,false,,2013-03-31T08:00:00.000Z,2013-06-04T08:00:00.000Z,3
60,19,Jai Shand,Jai,false,,2013-04-15T08:00:00.000Z,2013-04-19T08:00:00.000Z,3
61,14,Lily Code,Lily,true,,2013-04-18T08:00:00.000Z,2013-05-26T08:00:00.000Z,3
62,8,Anthony Grosse,Anthony,true,,2013-04-18T08:00:00.000Z,2013-09-02T08:00:00.000Z,3
63,2,Kayla Woodcock,Kayla,true,,2013-04-19T08:00:00.000Z,2013-07-28T08:00:00.000Z,3
64,19,Jai Shand,Jai,false,,2013-04-19T08:00:00.000Z,2013-05-12T08:00:00.000Z,3
65,7,Amy Trefl,Amy,true,,2013-04-24T08:00:00.000Z,2013-07-05T08:00:00.000Z,3
66,10,Stella Rosenhain,Stella,false,,2013-04-26T08:00:00.000Z,2013-05-29T08:00:00.000Z,3
67,11,Ethan Onslow,Ethan,false,,2013-05-03T08:00:00.000Z,2013-07-19T08:00:00.000Z,3
68,13,Hudson Hollinworth,Hudson,true,,2013-05-05T08:00:00.000Z,2013-06-22T08:00:00.000Z,3
69,19,Jai Shand,Jai,false,,2013-05-12T08:00:00.000Z,2014-03-02T08:00:00.000Z,3
70,6,Sophia Hinton,Sophia,true,,2013-05-18T08:00:00.000Z,2013-11-02T08:00:00.000Z,3
71,12,Henry Forlonge,Henry,false,,2013-05-19T08:00:00.000Z,2014-05-12T08:00:00.000Z,3
72,14,Lily Code,Lily,true,,2013-05-26T08:00:00.000Z,2013-06-20T08:00:00.000Z,3
73,10,Stella Rosenhain,Stella,false,,2013-05-29T08:00:00.000Z,2013-12-10T08:00:00.000Z,3
74,15,Taj Shand,Taj,true,,2013-06-03T08:00:00.000Z,2013-12-01T08:00:00.000Z,3
75,17,Piper Koch,Piper,false,,2013-06-04T08:00:00.000Z,2013-12-20T08:00:00.000Z,3
76,14,Lily Code,Lily,true,,2013-06-20T08:00:00.000Z,2013-09-14T08:00:00.000Z,3
77,13,Hudson Hollinworth,Hudson,true,,2013-06-22T08:00:00.000Z,2013-09-07T08:00:00.000Z,3
78,7,Amy Trefl,Amy,true,,2013-07-05T08:00:00.000Z,2013-08-31T08:00:00.000Z,3
79,11,Ethan Onslow,Ethan,false,,2013-07-19T08:00:00.000Z,2013-10-06T08:00:00.000Z,3
80,3,Hudson Onslow,Hudson,true,,2013-07-26T08:00:00.000Z,2013-11-05T08:00:00.000Z,3
81,2,Kayla Woodcock,Kayla,true,,2013-07-28T08:00:00.000Z,2014-05-31T08:00:00.000Z,3
82,18,Katie Darwin,Katie,false,,2013-08-22T08:00:00.000Z,2014-06-10T08:00:00.000Z,3
83,7,Amy Trefl,Amy,true,,2013-08-31T08:00:00.000Z,2014-02-03T08:00:00.000Z,3
84,8,Anthony Grosse,Anthony,true,,2013-09-02T08:00:00.000Z,2013-11-25T08:00:00.000Z,3
85,13,Hudson Hollinworth,Hudson,true,,2013-09-07T08:00:00.000Z,2013-11-04T08:00:00.000Z,3
86,14,Lily Code,Lily,true,,2013-09-14T08:00:00.000Z,2014-07-22T08:00:00.000Z,3
87,11,Ethan Onslow,Ethan,false,,2013-10-06T08:00:00.000Z,2015-04-05T08:00:00.000Z,3
88,4,Isabella Rupp,Isabella,false,,2013-10-23T08:00:00.000Z,2014-09-16T08:00:00.000Z,3
89,6,Sophia Hinton,Sophia,true,,2013-11-02T08:00:00.000Z,2013-11-23T08:00:00.000Z,3
90,13,Hudson Hollinworth,Hudson,true,,2013-11-04T08:00:00.000Z,2014-11-12T08:00:00.000Z,3
91,3,Hudson Onslow,Hudson,true,,2013-11-05T08:00:00.000Z,2013-12-28T08:00:00.000Z,3
92,9,Alica Fatnowna,Alica,false,,2013-11-16T08:00:00.000Z,2014-05-08T08:00:00.000Z,3
93,6,Sophia Hinton,Sophia,true,,2013-11-23T08:00:00.000Z,2014-10-04T08:00:00.000Z,3
94,8,Anthony Grosse,Anthony,true,,2013-11-25T08:00:00.000Z,2014-04-14T08:00:00.000Z,3
95,8,Anthony Grosse,Anthony,true,,2013-11-25T08:00:00.000Z,2014-04-14T08:00:00.000Z,3
96,15,Taj Shand,Taj,true,,2013-12-01T08:00:00.000Z,2013-12-06T08:00:00.000Z,3
97,15,Taj Shand,Taj,true,,2013-12-06T08:00:00.000Z,2014-04-23T08:00:00.000Z,3
98,10,Stella Rosenhain,Stella,false,,2013-12-10T08:00:00.000Z,2013-12-24T08:00:00.000Z,3
99,17,Piper Koch,Piper,false,,2013-12-20T08:00:00.000Z,2014-04-24T08:00:00.000Z,3
100,10,Stella Rosenhain,Stella,false,,2013-12-24T08:00:00.000Z,2014-04-25T08:00:00.000Z,3
101,3,Hudson Onslow,Hudson,true,,2013-12-28T08:00:00.000Z,2014-03-24T08:00:00.000Z,3
102,20,Jack Potter,Jack,true,,2014-01-28T08:00:00.000Z,2014-12-03T08:00:00.000Z,3
103,7,Amy Trefl,Amy,true,,2014-02-03T08:00:00.000Z,2014-04-23T08:00:00.000Z,3
104,19,Jai Shand,Jai,false,,2014-03-02T08:00:00.000Z,2014-05-07T08:00:00.000Z,3
105,3,Hudson Onslow,Hudson,true,,2014-03-24T08:00:00.000Z,2015-02-06T08:00:00.000Z,3
106,8,Anthony Grosse,Anthony,true,,2014-04-14T08:00:00.000Z,2014-07-08T08:00:00.000Z,3
107,15,Taj Shand,Taj,true,,2014-04-23T08:00:00.000Z,2014-05-16T08:00:00.000Z,3
108,7,Amy Trefl,Amy,true,,2014-04-23T08:00:00.000Z,2015-06-15T08:00:00.000Z,3
109,17,Piper Koch,Piper,false,,2014-04-24T08:00:00.000Z,2015-03-03T08:00:00.000Z,3
110,10,Stella Rosenhain,Stella,false,,2014-04-25T08:00:00.000Z,2014-07-18T08:00:00.000Z,3
111,19,Jai Shand,Jai,false,,2014-05-07T08:00:00.000Z,2014-05-15T08:00:00.000Z,3
112,9,Alica Fatnowna,Alica,false,,2014-05-08T08:00:00.000Z,2014-07-19T08:00:00.000Z,3
113,12,Henry Forlonge,Henry,false,,2014-05-12T08:00:00.000Z,2014-11-13T08:00:00.000Z,3
